Gene	FC	Length
Gm9885	1.0384192	2204
9030624G23Rik	1.0383966	52267
Mtmr10	1.0383646	52754
Pkd1l2	1.0383492	86770
5430425J12Rik	1.0383388	10024
Crybb2	1.0383224	11859
Pcolce2	1.0382915	60495
Ccr2	1.0382131	11607
Klk7	1.0381886	4915
Mavs	1.0381526	13962
Rasd1	1.0380856	1763
Tmem222	1.0380708	11747
Spink8	1.0379778	14353
AI413582	1.0378985	2174
Tnip1	1.0378714	52130
Clip2	1.0377905	63048
Zfp9	1.0377867	17370
Reg2	1.0377512	2942
Stk19	1.0377444	12952
Saa3	1.0377257	3678
Spag7	1.03768	5645
Mmp23	1.0376657	2729
Pdgfrl	1.0375214	64573
Tmem202	1.037471	6815
Gm7609	1.0374022	14173
Dysf	1.0373062	202470
Cxcl17	1.0372719	12833
Pax4	1.0370682	7019
Abcg3	1.0370667	47661
Akr1c12	1.037066	11261
Lypd2	1.0370255	15283
Ptcra	1.0369781	7366
Foxf2	1.036876	5587
Rdh5	1.0367978	9295
Crygd	1.0367103	1580
Chrm4	1.0366669	7640
Man2c1	1.0366442	12032
Pomp	1.036612	15150
Fam163a	1.0365957	212060
Lrrc23	1.03653	9864
Pon1	1.0364988	25856
Ptges2	1.0364634	6843
Sema4c	1.0364122	9707
4933402N03Rik	1.0364048	8601
Prickle4	1.0362701	7997
Prodh2	1.0362571	19780
Eif5a	1.0362554	5244
Gm6792	1.0362397	29356
Xk	1.036235	40494
Nr1i3	1.0361303	6731
Cct2	1.0361204	12816
Dnd1	1.036114	2543
Cisd3	1.0360981	2795
Dmkn	1.0360873	17310
Thoc3	1.0359845	10012
Ap3b2	1.0359672	33526
1190003J15Rik	1.0359647	2948
1700069L16Rik	1.0357442	32350
Cav3	1.0357094	13370
3110079O15Rik	1.0356004	5195
C2	1.035544	41853
9430065F17Rik	1.0355011	10776
Nlrp5	1.035412	56033
Gm10308	1.0353005	898
Tlr9	1.0352932	4278
1810059H22Rik	1.0351712	16374
Prcc	1.0350951	26708
Lipi	1.0350828	45542
A930024E05Rik	1.034977	8991
Batf3	1.0348731	10529
Gm10913	1.0348217	465
Dok2	1.0346888	12459
Akr1c18	1.034566	18039
C230066G23Rik	1.034475	1332
9330101J02Rik	1.0344702	45039
Fcrls	1.0343497	12980
Cnfn	1.0342157	2108
Aurkc	1.0341989	7502
Psap	1.0341873	24970
Elof1	1.034155	4159
Arpc5	1.0340561	9055
C130050O18Rik	1.0340289	10343
Vill	1.0339336	18747
Otp	1.0337887	8054
Tmem170b	1.0337062	35131
Tespa1	1.0335855	41183
Dbnl	1.0334383	12474
Bex4	1.0333365	1447
Zfp869	1.033285	4392
Mocs1	1.0332838	27073
Calm4	1.0331963	914
1700013D24Rik	1.0331737	9493
Fxyd7	1.0331535	8945
Trp73	1.0331384	83959
Cxx1a	1.0331291	1275
1700110K17Rik	1.0331187	20138
Myom2	1.033055	75888
1810019J16Rik	1.0330316	11827
Bcl6b	1.033017	5670
Dhrs13	1.0329331	5586
Kif2c	1.032872	23000
Cst3	1.0328387	3970
Col4a2	1.0327998	136482
0610009L18Rik	1.0327489	2512
Atp6v1e2	1.032678	3778
Sf3b5	1.0325896	732
Hint2	1.0325602	2239
Pdzd3	1.0325222	4152
Nrap	1.0323424	70002
Rpl39l	1.0322783	4685
Id3	1.0321416	2258
Cd3e	1.0321189	10847
4933414I15Rik	1.0320868	399
Gja10	1.0320357	5800
Fezf2	1.0320071	3973
A630014C17Rik	1.0319983	10124
Pip	1.0319571	4513
Slc5a4b	1.0317553	53467
Rpl38	1.0316085	3807
Trim71	1.0315757	53094
Tmem8c	1.0315741	10543
Adap2	1.0315578	24853
Tmem184b	1.0314891	42619
Otog	1.0314722	70447
Rnaset2a	1.0314683	19241
Dsg2	1.0313745	46447
Aqp12	1.0312356	5935
Ptgr1	1.0312239	21680
D630039A03Rik	1.0311302	7814
9230110C19Rik	1.0311178	21151
Cldn5	1.03111	1413
Cep55	1.0310941	19400
F11	1.0310729	20861
Pom121l12	1.0310657	1076
Ctsg	1.0309154	2693
Pold2	1.0308567	6112
Qsox2	1.0308235	28888
Aoah	1.0306966	230133
Uchl1	1.0306449	11133
Rps27	1.0306408	980
Tcf21	1.0306277	2849
Paip2	1.0305144	18569
Lrp5	1.030486	101736
Olfr65	1.0304489	1105
Lrrc9	1.0304174	72468
Acadm	1.0303234	22275
Krt23	1.0302979	15163
Gm10045	1.0302155	555
Lix1l	1.0302097	24219
Rsph6a	1.0300826	19757
Nat3	1.0299288	24773
Epha8	1.029898	27397
Syde1	1.0297972	7461
Ccdc3	1.0297862	93102
Pbp2	1.029749	563
Prss55	1.0297061	14724
Pde3b	1.0296929	123970
Rps4y2	1.0296291	942
Gnat1	1.0295522	5115
Krt5	1.0295184	5821
Rbm27	1.029493	66189
1700012B07Rik	1.0291713	42154
Rps29	1.0291399	1464
Dyrk1b	1.0291378	7825
Rasl11b	1.0291238	4182
Tcirg1	1.0290879	11083
1700021K19Rik	1.0290738	56059
Dmgdh	1.0290644	78398
Selplg	1.0289971	12703
6720483E21Rik	1.028963	1823
Chst11	1.0289581	210402
Pecr	1.0289578	25147
Csl	1.0288813	1953
Ppa1	1.0288677	25616
Gm8615	1.028854	635
Gpr114	1.0288361	19596
Lyz1	1.0287359	5072
Rgs14	1.028625	14955
Slamf9	1.0285817	3217
Birc2	1.0284832	17019
Stab1	1.02846	29628
Ftsj2	1.0282732	4224
Gstk1	1.0281789	4506
1700001C02Rik	1.02791	18041
Tmem14c	1.0278019	6325
Folr2	1.0277942	5319
Spag8	1.0277584	2259
Nprl3	1.0277461	42079
Gm17227	1.0277236	6870
Arhgap33	1.0275035	12834
Ppp1r1c	1.027493	110716
Slc39a7	1.0274315	3423
Scamp3	1.0274018	5292
Myh14	1.0273801	65040
Carns1	1.0273461	11155
Gm12169	1.0272846	13944
Olfr16	1.0272405	1049
Uncx	1.0271659	59732
Scgn	1.0270619	37758
Vmn1r172	1.0270467	2347
Padi3	1.0270314	25283
Ptprcap	1.0269519	2145
Mutyh	1.0268906	11717
4921507L20Rik	1.0268317	3541
Mt3	1.0268209	1541
Tcrg-V4	1.0268191	520
Sohlh1	1.0267829	4253
Ddx19a	1.0267402	22804
Dhx58	1.0266302	9567
Polq	1.026587	83630
Slc25a22	1.0265092	8153
E030011O05Rik	1.0264705	5446
Slc2a13	1.026422	305570
Jrk	1.0263779	7123
Tusc5	1.0262988	18856
Vps16	1.0262672	19930
Chchd2	1.0262508	6313
Gzmn	1.0262237	8802
Cnot1	1.0262088	88015
D2Wsu81e	1.0261718	5012
Slc16a4	1.0261346	20885
Pcdhb13	1.0259674	3692
Wfdc2	1.0259565	6097
Zfp39	1.0258914	16072
Osbp	1.0258739	28261
Ncln	1.0257543	10143
Fam170a	1.0255816	4650
Cox6a1	1.0253725	3339
Tlr7	1.0253165	25629
Clec1a	1.0252591	62710
Ivl	1.0252435	2803
Prr11	1.0251378	19555
Timm8b	1.0249896	1419
Gm4705	1.0249882	353
Mrpl24	1.0248553	4166
C130046K22Rik	1.0248084	25108
Grpel1	1.0247447	9082
9230112D13Rik	1.024718	11182
Prm2	1.0246974	722
Gm11744	1.0245738	14855
Itpripl1	1.0245038	4670
Sox15	1.0244875	1413
D130020L05Rik	1.0244663	6446
Hint3	1.0244435	10338
Etv2	1.0244215	2531
Rtn4r	1.0244174	24766
Slc30a4	1.0244133	21430
Mfsd6l	1.0244073	2058
Ell3	1.024405	5268
Htr2b	1.0243824	12944
Cyb5	1.0242463	29063
Krt19	1.0242258	7855
Gm166	1.0241911	5507
Taf6l	1.0240964	12063
Gm12264	1.0240191	5035
Pon3	1.0239626	35434
E530011L22Rik	1.0239471	2581
Syp	1.0239227	14785
Tmem198	1.0238476	6173
Nbeal2	1.0238072	29372
Prss40	1.0237647	16968
3010027C24Rik	1.0237291	14710
BC028528	1.0235535	8051
Gm11397	1.0235132	9524
Dydc2	1.0235077	19999
Ap2m1	1.023355	9431
P2ry2	1.0233222	15419
Gm14005	1.0232596	233356
Ncoa5	1.0232464	34510
2010007H06Rik	1.0232285	625
Gm20402	1.0230991	1000
Fgf17	1.0230441	6063
Lce1f	1.0230192	1665
Tmc5	1.022903	77789
Cd300a	1.0228506	14613
Stap1	1.0228	32247
St18	1.022764	373709
Srpx	1.0227172	79732
Zfp108	1.0225725	4270
Sprr2a1	1.0225549	6650
Tcf7l2	1.0225146	191844
Map3k6	1.022483	12111
Fgf6	1.0224528	9176
4930486L24Rik	1.0223256	21795
Dll4	1.0223058	10178
Scrn2	1.0222937	4020
Pgk1	1.0221888	16599
Gjb5	1.0220892	3372
Zscan10	1.0220551	10163
Hsf1	1.0219463	23537
Prss30	1.0218549	3104
5330439A09Rik	1.0217948	32437
Ticam1	1.0217749	7467
9430023L20Rik	1.0216262	6633
Nacad	1.0216173	8230
4930524L23Rik	1.0216011	7415
Cdk10	1.0215212	7409
Tmem26	1.0215156	58908
Nrn1	1.0215106	8852
Pnldc1	1.0214288	21098
Gm3417	1.0213155	14468
Gpr116	1.0212684	70091
Alas1	1.0212095	14671
Sox18	1.0212063	1804
Mob3b	1.0209578	208410
Ampd1	1.0208963	25700
Hspb6	1.0208703	3265
Rpusd1	1.0207388	3705
Tectb	1.0207373	15580
Sgca	1.0206159	13536
Trp53i11	1.0203818	14211
Zscan20	1.0203433	26559
Tspan1	1.0203353	5732
Tktl2	1.0202183	2038
Dak	1.0201995	17641
Capn9	1.0201488	42620
Zfp169	1.0201373	25804
Hsbp1	1.020005	4389
Insrr	1.0199329	19150
Tmem123	1.0199267	30292
Pde6h	1.0198462	14342
Gm1821	1.0198427	689
Psmc1	1.0198182	13178
Mettl7a2	1.0197781	8640
Hspa12b	1.0197339	19041
Serpinb5	1.0196654	22175
Inpp5j	1.019664	10446
4930594C11Rik	1.0196259	1789
Fli1	1.0195755	119181
Psph	1.0195421	21695
Mdh1b	1.0195152	31499
Mthfs	1.0194114	40847
Cep135	1.0194093	57768
Myh11	1.019318	96881
Tmem130	1.0190738	25734
C920006O11Rik	1.0190427	2965
Acad12	1.0189471	20654
Nodal	1.0189012	7366
1200007C13Rik	1.0188417	5953
Allc	1.0188121	28768
Nrsn2	1.018787	7883
Psma4	1.0187821	7240
Zdhhc11	1.0185899	29138
Paqr3	1.0184065	29267
Plxnd1	1.0181026	40194
Tlx1	1.0180353	7707
Glrx3	1.018018	30946
Ccne1	1.0179962	9550
Mag	1.0179908	15649
Cbwd1	1.0179634	41131
Actl7a	1.0178913	1503
C030048H21Rik	1.0178578	374
Pus7	1.017821	43063
Cchcr1	1.0177407	13915
Nphs1as	1.0176728	3427
Zfp296	1.017591	3369
D3Ertd751e	1.0175849	16778
Sult5a1	1.0174253	15468
Pcgf1	1.0174041	2986
Chst3	1.0173911	37728
Cstf2t	1.0173358	3749
Gm14204	1.0173056	15251
Igsf5	1.0172839	163912
Lcn9	1.0172403	2384
Ttc12	1.0172011	49262
Tmem37	1.0171882	6697
4933427G17Rik	1.0170336	32278
D030054H15Rik	1.0169739	65320
Cryaa	1.016902	3789
Gpsm3	1.0167689	1948
Pnck	1.016758	4123
Adrm1	1.0166657	4801
Adprhl1	1.0166088	18507
Sel1l2	1.0166062	159851
Gpr44	1.0164694	5351
Selp	1.016456	34762
Gm8430	1.0164185	525
Dph1	1.0164148	13598
Rnf111	1.0163671	78296
C1ra	1.0162175	11035
Rps5	1.0161641	4396
Serpina11	1.0161567	9714
1810009J06Rik	1.0161502	3669
9130019O22Rik	1.0161347	4906
Tnf	1.0160649	2626
Tal1	1.0160142	15329
Cyp2s1	1.0160028	14438
Zfp92	1.0159339	17289
Lgals2	1.0158955	4667
Ptgis	1.0158124	48799
Tnfaip6	1.0157877	18677
Dnajc9	1.0157342	4272
Gpr18	1.0156752	4339
Gins1	1.0156462	25880
Gna15	1.0155827	21919
Bhmt	1.0155542	21070
Srsf4	1.0155327	28108
4933406P04Rik	1.015522	1788
Penk	1.0154653	5288
Vbp1	1.0154265	20643
Stxbp3a	1.0154259	47350
Eif3f	1.0153726	8534
4930419G24Rik	1.015323	63830
Ect2	1.0152919	56656
Zfy2	1.0152835	64234
Fam5b	1.0152377	110989
Prkra	1.015226	18117
Radil	1.0152233	66259
Zfp12	1.0151359	13671
1110008E08Rik	1.0150665	720
Ccl4	1.0150603	2099
Egfl8	1.0150534	2622
Snx33	1.0150404	11171
Thbs4	1.0149494	43228
Mterf	1.0147911	3352
Cd33	1.0147644	5715
Acot4	1.0147128	6344
Lao1	1.014706	7334
Arpc3	1.014588	14301
Dbc1	1.0145453	192883
Hpgds	1.0144594	27615
Cst7	1.0144342	8529
Gm14198	1.0141817	2634
Ctdp1	1.0141042	61736
E330034G19Rik	1.0140941	16752
Gm15800	1.014057	148358
Art5	1.0140241	5966
Cd300lb	1.0139495	11605
Gm10913	1.0139314	465
Gpha2	1.013864	1388
1700012B09Rik	1.01382	12830
Sacm1l	1.0137215	62716
Nhej1	1.0136877	79500
Gimap8	1.0135598	13641
Gm2990	1.0134795	18497
Scn4a	1.0133913	34696
Tcl1	1.0132195	6043
Coasy	1.0130326	4054
Was	1.0130296	9045
Sprr1a	1.0130208	1943
Top3a	1.0128098	37307
Efhc2	1.0127594	187319
Mov10l1	1.0127153	72243
Snx2	1.0126092	44495
Zfp82	1.0125965	16785
Dstn	1.0124828	28004
Adck2	1.0124404	22722
Gm9958	1.0124263	1283
1700101I19Rik	1.0122838	389
Eif3l	1.0122575	19177
Xcl1	1.0122473	3883
Eml3	1.0121467	11869
3110070M22Rik	1.0120574	1122
Hdac5	1.011984	35734
Col11a2	1.0119593	27248
Actl6b	1.0118707	16065
Cpz	1.0118043	23483
Srp54a	1.011754	33123
Caml	1.011695	9406
1700023L04Rik	1.011568	8447
Taldo1	1.011566	10769
AI987944	1.0114938	19488
Fgb	1.0114889	7556
Mesp1	1.011448	1547
She	1.0114459	27464
Cd84	1.0113077	51021
Irg1	1.0113051	9596
Naif1	1.0111518	6496
Sim2	1.0110533	261437
Med18	1.011025	5190
Gm13981	1.0108002	446
Cxcl13	1.0107945	4141
Mustn1	1.010763	2351
Pvrl4	1.0106289	18499
Ccl2	1.0105764	1882
Ccdc13	1.0105551	41834
Atg16l1	1.0105405	36558
Sox21	1.0104922	3798
Hapln3	1.0104427	15869
Gjb3	1.0103685	5609
BC049762	1.0103395	9395
Wnt3a	1.010335	42719
Thoc5	1.0102694	33547
1110035M17Rik	1.0102361	12648
Ptpn18	1.0102112	15908
Cd209b	1.0101823	9187
Cypt1	1.0100508	820
Yod1	1.010027	4728
2700029M09Rik	1.0099083	17162
Gm1965	1.0098028	6380
Spata5l1	1.0097368	2305
Reck	1.009643	69276
Pacrgl	1.0095149	16364
5330426P16Rik	1.0091901	13452
Spcs3	1.0089775	9564
Fam193b	1.0087054	31801
Tmem100	1.0087022	6160
Tead4	1.0085574	76535
Dmwd	1.0085456	6527
Car1	1.0084678	12242
Tex19.1	1.008464	2176
D930020B18Rik	1.0084194	52296
Hscb	1.0083208	10707
H2-K1	1.0083051	4316
Gm12446	1.0082752	45508
Eps8l1	1.0081705	18730
D430018E03Rik	1.0080754	4296
Nucb2	1.0080155	36210
Xkr4	1.0079919	465597
Prokr1	1.0079725	12108
Pdyn	1.0079225	13279
Acot3	1.0078816	7421
Sgms2	1.0078151	25955
Bsnd	1.0078119	8827
Rps11	1.0078088	2009
Tmem50a	1.0077852	17175
Slc25a38	1.0077785	14130
Klk1b8	1.0077125	4277
1010001B22Rik	1.0076746	887
Accsl	1.0076054	13796
Rplp2	1.0075862	4215
2810021J22Rik	1.0075191	16072
Hoxb3	1.0074586	23359
Gm4963	1.0074071	377
Ap3s1	1.0072517	48909
Cyp2b13	1.0071787	34701
Pmp2	1.007104	4034
Smoc1	1.007	159606
Hmga1	1.0068527	7054
1190005I06Rik	1.0067518	25890
Cox6c	1.0066203	12360
A2m	1.006459	43064
Tapbpl	1.006408	7927
Gm14820	1.0063139	25447
Dcp1a	1.0061795	47491
Zfp474	1.0060738	23915
Ubqlnl	1.0060326	2297
Trpv6	1.0059907	15784
Fbxo18	1.0059553	35009
Ube3b	1.0058815	40540
Dapk2	1.0058599	114019
Chrnd	1.0058429	9417
Kis2	1.0058389	2397
Il12b	1.0058146	13970
Krt27	1.0057926	5539
Il1f9	1.005489	7092
Fstl4	1.0054233	423904
C730034F03Rik	1.0052944	1279
1700010L04Rik	1.0052686	3141
Slc24a6	1.0052278	22856
2810408M09Rik	1.0052154	3214
Cry2	1.0050935	30397
Scn1b	1.0050803	10420
Akr1b7	1.0050201	10808
Oas1a	1.00499	11271
D130017N08Rik	1.0049627	8805
Ptgs1	1.0049601	21846
Padi6	1.0048574	15288
Serpinb9b	1.0048213	14468
Glis1	1.0047951	200470
Il9	1.00479	2969
4930524J08Rik	1.0047386	602
Rbm17	1.0047317	18714
Npvf	1.0045524	3767
Hoxd13	1.0045159	3289
Gtf2h3	1.0045053	18540
1700080E11Rik	1.0044544	1738
AA386476	1.0041856	1664
Bpifb1	1.0041119	29551
Ndufb11	1.0041113	2293
Rab35	1.0041035	15807
Mthfsd	1.00409	13380
Trappc10	1.0040898	57917
Angptl7	1.0038701	5277
Echdc2	1.00385	13871
Rtn3	1.0038179	57388
Scel	1.0037367	100005
Agap2	1.0034912	14262
Astn2	1.0034459	1023808
4932431P20Rik	1.0033747	18852
Frrs1	1.0032948	25523
1700030C10Rik	1.0032798	1470
Tle6	1.003275	10169
Ythdc2	1.0032514	61055
Ascc1	1.0032399	97147
4930465M20Rik	1.0032089	11756
Sntb1	1.0032042	268106
Gm2423	1.0031906	737
Ift20	1.003115	5376
Sst	1.0030845	1263
Slc25a13	1.003026	175954
Ncrna00085	1.0028749	12290
Nr2c2ap	1.0028348	2406
Mex3d	1.0027313	7304
Phox2b	1.0026184	4904
Slc6a3	1.0025979	41925
Ugdh	1.0025204	22744
Gm3470	1.002508	700
Gm15972	1.0024769	1858
Vsx2	1.0023767	25699
Rbmxl1	1.002209	3657
AY036118	1.001884	724
Slc13a2	1.0018252	25130
Speer7-ps1	1.0016438	33886
Gm17597	1.0016143	1822
Zfyve16	1.0015304	43760
Dmap1	1.0015198	7592
Gnl3	1.0014327	6655
Pla2g4c	1.0014238	36017
Utp14b	1.0013891	9550
Chkb	1.0013324	13503
Slc6a18	1.0010959	16273
Dctn3	1.0010787	8372
Tpbpb	1.0010325	3550
Tmem156	1.0010266	26426
Phrf1	1.000972	33966
Tmem136	1.000832	7917
Ccdc157	1.000826	19170
Ncr1	1.0008111	7440
C330005M16Rik	1.0007882	23698
Srprb	1.0006378	14104
Atp8b4	1.0005878	179701
Gm11691	1.0005832	1284
H2-DMb1	1.0005448	7151
Akap11	1.0004373	44614
Tspan14	1.00041	60362
Reg3a	1.0002468	3130
1700008A04Rik	1.0002097	6076
Smad9	1.000195	45675
4930517E11Rik	1.0001818	6320
Thpo	1.0001806	9353
Olfr658	1.0001234	4425
Mak	1.0000645	54586
Aldh3b2	1.0000521	9317
Tcap	-1.0001087	1142
Abhd8	-1.0001215	6957
Tsnaxip1	-1.0001526	16948
Adrb1	-1.0003076	2490
Skap1	-1.0003234	294884
Ins2	-1.000334	20854
Csn1s2a	-1.0003506	14230
Tekt3	-1.0003766	33310
Ctgf	-1.0006282	3241
Gm11738	-1.0006425	3424
1810011H11Rik	-1.000684	32005
Ccl8	-1.0007229	1614
Baat	-1.000808	17135
Homer3	-1.0008087	11534
Dct	-1.0009085	39454
Myd88	-1.0009099	5477
Slc35f3	-1.0009797	96924
Fam71a	-1.0011046	2233
Zfp458	-1.0011084	14150
Trim12a	-1.0011177	15572
Pm20d1	-1.0012074	24092
A130006I12Rik	-1.0012175	415
Ppp1r3e	-1.0012313	4869
Slc5a7	-1.0013809	25440
Zfp35	-1.0014532	15744
Gm9234	-1.0015291	721
Gm15440	-1.0016356	15512
P2rx6	-1.0016762	15915
Csf3r	-1.0016865	20425
Rcl1	-1.0018055	42468
Rheb	-1.0018228	39801
Tmem35	-1.0018469	10744
Nyx	-1.0019835	23203
Mapkapk5	-1.0019931	27292
Uvrag	-1.0020348	254401
Ikzf3	-1.0021688	81129
9030612E09Rik	-1.002261	1858
Trit1	-1.002326	38352
Erh	-1.0023897	10319
Wnt2b	-1.0024735	16904
Ssh3	-1.0026077	7504
Krt73	-1.0026535	9035
Zfp628	-1.0026557	6786
1500011K16Rik	-1.0026678	1100
Tfcp2l1	-1.0027791	57222
Smarcd3	-1.0028076	11194
Sh3bgrl3	-1.0028319	1383
Glycam1	-1.0029747	2316
Tinagl1	-1.0030342	10668
6820408C15Rik	-1.0032486	28743
Cd74	-1.0033168	8798
Krt86	-1.0036438	6505
Kcnj8	-1.0036759	6417
Aamp	-1.0037023	4833
Csnk1g2	-1.0037222	17991
Gm17244	-1.0037656	1287
Leprel1	-1.0038495	146496
Trim3	-1.003956	29108
Myl1	-1.0039762	21109
Lyzl4	-1.0039849	64253
Klk8	-1.0040972	6245
Gm14285	-1.0041664	1565
Dpm2	-1.0041803	2721
Ubap2	-1.0042	80831
Eef1a1	-1.0042126	10702
Lypla2	-1.0043452	4402
Pfn1	-1.0044392	2794
Osbpl10	-1.0045443	164944
Snx25	-1.0046269	118898
Tmsb15a	-1.0047258	6594
Rln1	-1.0047303	2915
Tcte1	-1.0047984	19245
Car6	-1.004832	14317
Cd244	-1.0050198	26125
Ccdc22	-1.005029	11708
Igfbp2	-1.0050979	27971
Lhx9	-1.0051906	23390
Slc25a11	-1.0054864	3283
Gm8618	-1.0055176	502
Il27ra	-1.0055916	12302
Fam83e	-1.0056334	8280
Dmrt3	-1.0057105	13383
4930562A09Rik	-1.005765	2122
Slc25a23	-1.0060291	16152
Ttc23	-1.0061109	79166
Mrpl4	-1.0062362	6098
Tm4sf5	-1.0062379	5934
BC029214	-1.0062757	5953
Spaca4	-1.0062879	709
4930529C04Rik	-1.006297	3533
Pom121	-1.0064296	18405
Pmch	-1.0065051	1303
Tppp	-1.0065303	26346
Unk	-1.0066283	30892
Sec23b	-1.0066456	34520
Tmco1	-1.0066496	25308
Stk30	-1.0066717	33141
Gm11559	-1.0067964	1095
Gng7	-1.0068241	66321
Kcnh2	-1.0068322	32015
Drd2	-1.0069816	67550
Ugt2b36	-1.0069982	26628
Rcn3	-1.0075847	9308
BC026585	-1.007697	30480
St8sia5	-1.0077091	69603
Wbscr25	-1.0078038	13917
4933413G19Rik	-1.007809	9688
Moxd1	-1.0078125	79273
Sh2d4a	-1.0078819	71127
Gpr4	-1.0079188	11638
Gm10224	-1.0079964	686
Mzf1	-1.0080088	12461
Btbd2	-1.0080721	14454
Taf11	-1.0081079	8120
Ndufa4	-1.0081725	7073
Per1	-1.008177	14743
Asna1	-1.0082034	7344
Gjd4	-1.0082113	4202
Tesk1	-1.0085346	6125
Zfp524	-1.008582	2985
Srsf9	-1.0086036	5903
1700031F10Rik	-1.0087214	3076
1810013D15Rik	-1.0087931	1878
Acat2	-1.0088288	17857
Magoh	-1.0088712	7669
Bambi-ps1	-1.0088863	591
Krtap11-1	-1.0089396	1007
Chtf8	-1.009019	9738
Sfr1	-1.0090693	3832
E130116L18Rik	-1.009087	305
Lce1a1	-1.0090898	1775
Isg20	-1.0092779	6938
Gpr183	-1.0093162	12862
Wbp5	-1.0093373	2060
Papss2	-1.00934	47182
Bpifb5	-1.0093414	17160
Cnst	-1.0094701	81108
Cct5	-1.0094843	11047
Tuba8	-1.009496	16120
Nup107	-1.0096009	42081
Gm5600	-1.009628	485
Slc36a1	-1.0096478	31980
1700086P04Rik	-1.0096514	7886
Gm13344	-1.0097712	2879
Gm16982	-1.009784	3681
Loxl2	-1.0098461	86662
Trim31	-1.0099831	12096
Syce3	-1.0100075	20329
Tlr8	-1.0101001	21635
Rasgef1b	-1.0101371	35501
Apob	-1.0101757	39187
2010109A12Rik	-1.0102322	6957
Atp6v0d1	-1.0103334	41582
Aatf	-1.0103428	90667
Krt15	-1.0103791	4191
Iqcf4	-1.0104522	2675
Wdr81	-1.0105717	13773
Loxl3	-1.0106864	18389
1300015D01Rik	-1.0106901	22386
4930542C16Rik	-1.0107269	10607
Ccdc126	-1.0108033	22308
Otof	-1.0109103	94954
Osbpl11	-1.010979	58240
Max	-1.0109951	24979
BC048609	-1.011143	755
Rpl18a	-1.0111526	2721
Mx2	-1.0112509	24816
Acer1	-1.0113016	28636
Tmem54	-1.011388	6078
Gtf3c5	-1.0114186	17440
Clec4d	-1.0114511	13161
Guca2b	-1.0114833	2347
Il12a	-1.0116024	7903
Zfp335	-1.011722	19875
Shank1	-1.0117639	48098
Rusc2	-1.0118129	45109
4932431P20Rik	-1.012032	18852
Sec11a	-1.0121425	42891
Rrp15	-1.0122145	28380
Triap1	-1.0122516	2344
Avpr2	-1.0123022	3400
BC053393	-1.0124365	17696
4933413C19Rik	-1.0125766	2761
Abca12	-1.0125778	171820
Srgn	-1.012593	33618
B430306N03Rik	-1.0125978	10883
Caprin1	-1.0126146	34708
Abca7	-1.0126375	19078
A930006K02Rik	-1.0126541	5017
Sptlc3	-1.0128485	143761
Cryba4	-1.0130196	6025
Midn	-1.0130243	10096
Igkv8-30	-1.0130461	556
Hyi	-1.013069	2754
C130036L24Rik	-1.0131793	14217
Gtse1	-1.0132595	16865
Igsf6	-1.0133544	10463
Spns1	-1.0133942	7390
Lrrc46	-1.0134019	6805
Tnnc1	-1.0134794	41894
5830415F09Rik	-1.013515	12932
Phxr4	-1.0135591	1375
F2	-1.0136071	11094
9530068E07Rik	-1.0136336	12300
Lst1	-1.0139748	3344
Rorc	-1.0140134	25482
C130021I20Rik	-1.0140694	5156
Selm	-1.0141149	2667
Palb2	-1.0141428	25684
Efcab3	-1.0141779	53945
Patl1	-1.0143424	32697
Hps6	-1.0144601	2695
Armcx6	-1.0145348	2962
Nradd	-1.0146638	3256
Ifi47	-1.0147641	20387
Dcpp3	-1.0147969	1983
Arhgap36	-1.0147997	36299
Tssk4	-1.014857	2357
Zc3h8	-1.0148816	17809
Car14	-1.0150037	6923
Nkpd1	-1.0150435	6319
Cntf	-1.0150553	1972
Col4a6	-1.0151904	308673
Kcnj11	-1.0152243	3074
Olfr15	-1.0153354	938
Wdr86	-1.0154753	18989
Col10a1	-1.0154918	7104
4930551O13Rik	-1.01566	3853
Gnai3	-1.0157595	38866
Ppp1r3b	-1.015906	12383
Xlr5a	-1.01592	10067
Ppp1r1b	-1.0159212	9392
2310079G19Rik	-1.0159593	878
Ccdc9	-1.0160713	12753
Sry	-1.0160965	1187
Cyp11b2	-1.0161493	5308
Tas2r108	-1.0162046	893
Stx7	-1.0162301	39642
1700007L15Rik	-1.0163709	872
Crocc	-1.016397	43913
Yeats4	-1.0165393	9365
Upp1	-1.0166941	18067
C230035I16Rik	-1.0168372	3047
Atp6v1f	-1.0169485	2794
Relb	-1.0169667	23221
Ang	-1.0169668	10930
Hspb2	-1.0169697	1282
Magix	-1.0170925	8087
Tspan12	-1.0171003	81120
Abi3	-1.0171461	12404
Prpf18	-1.0171996	30055
Gm10651	-1.0173516	608
Atrip	-1.0173794	16191
Tpt1	-1.0174094	3432
Rnf150	-1.0174211	227915
Wdr3	-1.0175802	24227
Klk1b21	-1.0176728	4282
Enoph1	-1.0177279	28768
Cxcl11	-1.0177554	5941
9130019P16Rik	-1.0177761	160540
1700001G11Rik	-1.0178139	1795
Gamt	-1.0179046	2861
Gm6225	-1.0179226	30447
Wdr45	-1.0179632	6228
Mxra8	-1.0180368	4408
Aplp1	-1.0181711	10579
Ddo	-1.0181712	51836
Kctd7	-1.0181754	10945
Spice1	-1.0182102	41376
Mmp2	-1.0182981	26089
Myo7a	-1.0184075	68464
Lim2	-1.0185091	8323
Cep250	-1.0185884	42442
4933422H20Rik	-1.0186219	7725
